# Cosmology parameters omegaM = 0.315, omegaL = 0.685, omegaK = 0.000, h = 0.674
# Redshift bins [0.100, 0.300, 0.500, 0.700, 0.900]
# rSDSS miniJPAS band
# 0 Mabs low
# 1 Mabs up
# 3 LF All at 0.3<z<0.5
# 3 LF All error at 0.3<z<0.5
-23.8932994826766	1e-248	
-23.6432994826766	1e-248	
-23.3932994826766	1e-248	
-23.1432994826766	1e-248	
-22.8932994826766	1e-248
-22.6432994826766	7.783964683592466e-05	
-22.3932994826766	7.783964683592466e-05	
-22.1432994826766	0.0001816258426171576	
-21.8932994826766	0.0006227171746873973	
-21.6432994826766	0.0010638085067576372	
-21.3932994826766	0.0016865256814450344	
-21.1432994826766	0.0024908686987495893	
-20.8932994826766	0.003035746226601061	
-20.6432994826766	0.004852004652772636	
-20.3932994826766	0.005967706257420889	
-20.1432994826766	1e-248	
-19.8932994826766	1e-248	
-19.6432994826766	1e-248	
-19.3932994826766	1e-248	
-19.1432994826766	1e-248	
-18.8932994826766	1e-248	
-18.6432994826766	1e-248	
